Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Headline,Text,Media,Media Credit,Media Caption,Media Thumbnail,Type,Group,Background
2017,02,23,22:24:4,2017,02,23,22:24:4,,Why Being Donald Trump Jr., the Businessman, Won’t Be Easy,"A photo of the president's son and three others at the Trump SoHo hotel in 2010 provides a peek at some of his past associates, how they interacted with him and what they are doing today." Found at: https://www.nytimes.com/2017/02/23/business/donald-trump-jr-trump-organization.html,,,,,,,
2017,02,22,00:55:2,2017,02,22,00:55:2,,From Trump the Nationalist, a Trail of Global Trademarks,"A review of foreign trademarks registered to President Trump’s companies gives clues to a globe-spanning strategy and potential conflicts of interest." Found at: https://www.nytimes.com/2017/02/21/business/donald-trump-trademarks-china.html,,,,,,,
2017,02,21,10:00:2,2017,02,21,10:00:2,,Protesters Ready for Trump’s First Visit to New York as President,"The president has not set foot in the city since his inauguration, puzzling and emboldening some protesters in his hometown." Found at: https://www.nytimes.com/2017/02/21/nyregion/protesters-ready-for-trumps-first-visit-to-new-york-as-president.html,,,,,,,
2017,02,27,20:24:4,2017,02,27,20:24:4,,Trump's Call For Increased Military Spending,"Addressing the National Governors Association on Monday, President Trump laid out his budget proposal, calling for an increase of nearly 10 percent in military spending." Found at: https://www.nytimes.com/video/us/politics/100000004958978/trumps-call-for-increased-military-spending.html,,,,,,,
2017,02,27,20:18:4,2017,02,27,20:18:4,,Trump Fans Rally Across the Nation to Support the President,"On Monday, hundreds rallied across the country to stick up for a president who they say has been treated unfairly by the news media and his critics." Found at: https://www.nytimes.com/2017/02/27/us/trump-rallies.html,,,,,,,
2017,02,27,21:40:0,2017,02,27,21:40:0,,Mischaracterizations, Misrepresentations and Lies,"President Trump continues to exaggerate his accomplishments, especially on the economy." Found at: https://www.nytimes.com/2017/02/27/opinion/mischaracterizations-misrepresentations-and-lies.html,,,,,,,
2017,02,27,17:24:1,2017,02,27,17:24:1,,Addressing Corporate Conflicts in the Trump Era,"The risk is that corporate boards will become unintentionally swept up in the political headlines over conflict of interests, without good reason." Found at: https://www.nytimes.com/2017/02/27/business/dealbook/addressing-corporate-conflicts-in-the-trump-era.html,,,,,,,
2017,02,27,20:57:3,2017,02,27,20:57:3,,Trump’s Vilification of the Press,"Readers decry President Trump’s exclusion of several news organizations from a briefing." Found at: https://www.nytimes.com/2017/02/27/opinion/trumps-vilification-of-the-press.html,,,,,,,
2017,02,23,02:59:1,2017,02,23,02:59:1,,New York Police Lower Cost Estimate of Guarding Trump and His Tower,"The letter, dated Wednesday, provides detailed estimates about the Police Department’s expenses associated with presidential security." Found at: https://www.nytimes.com/2017/02/22/nyregion/nypd-security-trump-tower.html,,,,,,,
2017,03,30,23:25:0,2017,03,30,23:25:0,,Judge Signals He Will Approve Trump University Settlement Despite a Challenge,"Thursday’s courtroom hearing could turn out to be the final one in a yearslong case that garnered outsize national attention during the 2016 presidential campaign." Found at: https://www.nytimes.com/2017/03/30/us/judge-signals-he-will-approve-trump-university-settlement.html,,,,,,,
2017,03,29,09:00:3,2017,03,29,09:00:3,,Trump’s Name 20-Feet High. Chicago’s Anger? Unlimited.,"The Trump International Hotel and Tower was met with a warm reception when it was completed in 2008. But six years later, a modification from Donald J. Trump ruffled feathers in Chicago." Found at: https://www.nytimes.com/video/us/politics/100000005001012/trumps-name-20-feet-high-chicagos-anger-unlimited.html,,,,,,,
2017,03,28,01:17:0,2017,03,28,01:17:0,,Back Channel to Trump: Loyal Aide in Trump Tower Acts as Gatekeeper,"The unofficial role of Rhona Graff, Mr. Trump’s longtime executive assistant, raises questions about whether the president is skirting the Federal Records Act." Found at: https://www.nytimes.com/2017/03/27/us/rhona-graff-donald-trump.html,,,,,,,
2017,03,29,09:00:3,2017,03,29,09:00:3,,Trump’s Raves About Chicago Have Become Rants,"The president has often bemoaned Chicago’s rising street violence. But residents say his long, tangled relationship with the city explains a lot." Found at: https://www.nytimes.com/2017/03/29/us/donald-trump-chicago-rahm-emanuel-violence.html,,,,,,,
2017,03,26,21:46:0,2017,03,26,21:46:0,,Trump Puts a Presidential-Size Spotlight on His Brand,"The president spent part of this weekend at one of his golf clubs and in a restaurant at one of his hotels, part of a pattern of visits to properties that bear his name." Found at: https://www.nytimes.com/2017/03/26/us/politics/donald-trump-brand-properties.html,,,,,,,
2017,03,22,20:31:2,2017,03,22,20:31:2,,Foreign Growth ‘Off the Table’: Conversation With Trump Hotel Chief,"Eric Danziger, who is contending with a thicket of ethical considerations, says the company will not be “growing the brands outside the United States.”" Found at: https://www.nytimes.com/2017/03/22/business/trump-organization-hotel-executive-eric-danziger.html,,,,,,,
2017,03,27,19:52:3,2017,03,27,19:52:3,,Former N.E.A. Home Now a Trump Hotel,"The president whose name is now emblazoned across the building is now seeking to eliminate the arts funding organization he has displaced." Found at: https://www.nytimes.com/2017/03/27/opinion/former-nea-home-now-a-trump-hotel.html,,,,,,,
2017,03,20,21:44:0,2017,03,20,21:44:0,,Despite a Trust, Ivanka Trump Still Wields Power Over Her Brand,"Ms. Trump may address potential conflicts by recusing herself from related White House business or by vetoing a deal for her company, said an ethics lawyer who advises her." Found at: https://www.nytimes.com/2017/03/20/business/despite-trust-ivanka-trump-still-wields-power-over-her-brand.html,,,,,,,
2017,03,30,19:27:3,2017,03,30,19:27:3,,Ivanka Trump Is a Bad Ambassador for Working Women,"Her policies are little more than lip service. And they could make real reform impossible." Found at: https://www.nytimes.com/2017/03/30/opinion/ivanka-trump-is-a-bad-ambassador-for-working-women.html,,,,,,,
2017,03,30,00:41:2,2017,03,30,00:41:2,,Ivanka Trump: Assistant to the President,"Ivanka Trump had security clearance and a West Wing office, but no official job title—until March, when she took on a formal role as an unpaid employee." Found at: https://www.nytimes.com/video/us/politics/100000005005572/ivanka-trumps-new-job-assistant-to-the-president.html,,,,,,,
2017,04,18,18:45:2,2017,04,18,18:45:2,,Ivanka Trump’s Global Reach, Undeterred by a White House Job,"The president’s daughter, now a White House adviser, has filed 173 foreign trademarks in 21 countries, as well as in Hong Kong and the European Union." Found at: https://www.nytimes.com/2017/04/18/business/ivanka-trump-trademark-brand.html,,,,,,,
2017,04,21,22:44:4,2017,04,21,22:44:4,,With Trump Gone, New Yorkers Find Alternatives to Shouting at His Door,"The president has not returned to his hometown since taking office, so opposition efforts are taking new paths, like boycotts, performance art and calls to elected officials." Found at: https://www.nytimes.com/2017/04/21/nyregion/new-york-donald-trump-changing-protests.html,,,,,,,
2017,04,28,07:21:2,2017,04,28,07:21:2,,White House of Grifters,"The Trump administration is a nepotistic operation that puts family interests ahead of country." Found at: https://www.nytimes.com/2017/04/28/opinion/white-house-of-grifters.html,,,,,,,
2017,04,26,14:44:2,2017,04,26,14:44:2,,Ivanka Trump and the Issue of Image in Berlin,"The new adviser to the president may be doing her best to change the conversation, but the problem of separating brand from woman arose again in her first official appearance." Found at: https://www.nytimes.com/2017/04/26/fashion/ivanka-trump-berlin.html,,,,,,,
2017,04,27,01:28:2,2017,04,27,01:28:2,,Ivanka Trump Parts Ways With Her Father on Syrian Refugees,"In a pointed departure from one of President Trump’s bedrock populist positions, Ms. Trump said the United States might need to admit more refugees." Found at: https://www.nytimes.com/2017/04/26/us/politics/ivanka-trump-syria-refugees-humanitarian-crisis.html,,,,,,,
2017,04,28,21:26:1,2017,04,28,21:26:1,,In His First 100 Days, Has President Trump Done More, Less or About as Much as You Expected?,"Weigh in with Times Insider’s weekly question." Found at: https://www.nytimes.com/interactive/2017/04/28/insider/insider-newsletter-poll-10.html,,,,,,,
2017,04,28,23:58:2,2017,04,28,23:58:2,,A Roundup of Our 100 Days Coverage,"The historic moments, head-spinning developments and inside-the-White House intrigue." Found at: https://www.nytimes.com/2017/04/28/us/politics/a-roundup-of-our-100-days-coverage.html,,,,,,,
2017,04,25,14:21:4,2017,04,25,14:21:4,,Ivanka Trump Jeered in Germany Defending Father's Policies,"Ivanka Trump, speaking on a panel on female entrepreneurship at the W20 Summit in Berlin, elicited groans and hisses from the crowd when she defended her father, President Trump, saying that he has been a “tremendous champion of supporting familie..." Found at: https://www.nytimes.com/video/world/europe/100000005062322/ivanka-trump-jeered-in-germany-defending-fathers-policies.html,,,,,,,
2017,04,28,23:22:3,2017,04,28,23:22:3,,The Trump 100-Day Quiz, Part 2,"Thinking caps on! See how closely you’ve kept an eye on our commander in chief so far." Found at: https://www.nytimes.com/interactive/2017/04/28/opinion/29collins-trump-quiz.html,,,,,,,
2017,04,28,22:27:3,2017,04,28,22:27:3,,How Trump’s First 100 Days Have Changed You,"We asked readers how they had changed since President Trump took office. More than 1,000 responded." Found at: https://www.nytimes.com/2017/04/28/opinion/how-trumps-first-100-days-have-affected-you.html,,,,,,,
