Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Headline,Text,Media,Media Credit,Media Caption,Media Thumbnail,Type,Group,Background
2018,01,10,05:33:4,2018,01,10,05:33:4,,Exercising … Your Face,"These exercises, from Happy Face Yoga, are among a series that were shown to make the face look fuller and more youthful." Found at: https://www.nytimes.com/2018/01/10/well/exercising-your-face.html,,,,,,,
2018,01,12,15:20:4,2018,01,12,15:20:4,,Jeff Bezos Jumps Into ‘Dreamer’ Fight With Gift for Scholarships,"Mr. Bezos’ $33 million donation for young immigrants brought to the country illegally injects him into one of the most contentious political issues in the United States." Found at: https://www.nytimes.com/2018/01/12/technology/jeff-bezos-jumps-into-dreamer-fight-with-gift-for-scholarships.html,,,,,,,
2018,01,11,05:01:0,2018,01,11,05:01:0,,Antacids During Pregnancy Tied to Asthma in Children,"Taking popular drugs for heartburn, a common complication of pregnancy, raised the risk of asthma in offspring." Found at: https://www.nytimes.com/2018/01/11/well/family/antacids-during-pregnancy-tied-to-asthma-in-children.html,,,,,,,
2018,01,09,20:17:3,2018,01,09,20:17:3,,Fast-Food Workers Claim Victory in a New York Labor Effort,"A nonunion group, invoking a new city law, says it has enlisted enough members to force restaurants to deduct the workers’ dues and forward the money." Found at: https://www.nytimes.com/2018/01/09/business/economy/fast-food-labor.html,,,,,,,
2018,01,09,18:53:2,2018,01,09,18:53:2,,Wales Prepares to Ban Physical Punishment of Children,"The move, which is the subject of a 12-week consultation beginning on Tuesday, would match plans in Scotland and laws in more than 50 other countries." Found at: https://www.nytimes.com/2018/01/09/world/europe/wales-ban-children-physical-punishment.html,,,,,,,
2018,01,08,10:30:0,2018,01,08,10:30:0,,What’s Going On in This Picture? | Jan. 8, 2018,"Look closely at this image, stripped of its caption, and join the moderated conversation about what you and other students see." Found at: https://www.nytimes.com/2018/01/08/learning/whats-going-on-in-this-picture-jan-8-2018.html,,,,,,,
2018,01,06,03:00:0,2018,01,06,03:00:0,,Have High Hopes,"Peter Wentz offers us a clean and sparkling Saturday puzzle." Found at: https://www.nytimes.com/2018/01/05/crosswords/daily-puzzle-2018-01-06.html,,,,,,,
2018,01,07,21:43:2,2018,01,07,21:43:2,,Can Sweatcoin, a Hot Fitness App, Keep You Off the Couch?,"Sweatcoin has been a popular download for months by offering a twist to fitness tracking. Users gain “sweatcoins” that can be used to buy products." Found at: https://www.nytimes.com/2018/01/07/technology/sweatcoin-fitness-app.html,,,,,,,
2018,01,11,20:30:5,2018,01,11,20:30:5,,5 Shows to See if You’re in New York in January,"For the new year, productions that aim to shake up your senses and challenge your assumptions. Plus: ’80s jargon and hair." Found at: https://www.nytimes.com/2018/01/11/theater/5-shows-to-see-if-youre-in-new-york-in-january.html,,,,,,,
2018,01,09,23:23:0,2018,01,09,23:23:0,,Power Is Restored to Most of U.S. Virgin Islands After Hurricanes, Officials Say,"Officials on Tuesday said 92 percent of customers have power again on the United States Virgin Islands." Found at: https://www.nytimes.com/2018/01/09/us/virgin-islands-power.html,,,,,,,
2018,01,01,10:30:2,2018,01,01,10:30:2,,Finding Purpose for a Good Life. But Also a Healthy One.,"Happiness has little to do with it. Research suggests meaning in your life is important for well-being." Found at: https://www.nytimes.com/2018/01/01/upshot/finding-purpose-for-a-good-life-but-also-a-healthy-one.html,,,,,,,
2018,01,08,21:23:1,2018,01,08,21:23:1,,The Invisible Underwater Messaging System in Blue Crab Urine,"Scientists identified the chemical signal in urine produced by blue crabs that warns mud crabs that they could be on the menu." Found at: https://www.nytimes.com/2018/01/08/science/blue-crabs-urine-mud-crabs.html,,,,,,,
2018,01,07,18:20:1,2018,01,07,18:20:1,,Major Donor Reconsiders Support for Democrats Who Urged Al Franken to Quit,"The donor, Susie Tompkins Buell, who has spent millions on liberal causes, said Mr. Franken’s fellow senators “moved too fast” in calling on him to resign." Found at: https://www.nytimes.com/2018/01/07/us/susie-tompkins-buell-al-franken.html,,,,,,,
2018,01,04,14:43:1,2018,01,04,14:43:1,,Disney Hotels, Citing Safety and Other Reasons, Drop ‘Do Not Disturb’ Signs,"The policy change requires a hotel employee to enter every room daily. And Disney is not the only hotel to reassess the signs recently." Found at: https://www.nytimes.com/2018/01/04/travel/disney-hotels-do-not-disturb.html,,,,,,,
2018,01,04,16:19:0,2018,01,04,16:19:0,,Want a Better Workout? Just Breathe,"Experts who usually specialize in extreme exercise are noticing that breathwork can help with endurance and recuperation. And stress, of course." Found at: https://www.nytimes.com/2018/01/04/nyregion/want-a-better-workout-just-breathe.html,,,,,,,
2018,01,05,16:10:0,2018,01,05,16:10:0,,What to Cook This Weekend,"Laurie Colwin’s baked mustard chicken, kalpudding, or Irish stew: Make food for your family or friends, or those who don’t often see a home-cooked meal." Found at: https://www.nytimes.com/2018/01/05/dining/what-to-cook-this-weekend-newsletter.html,,,,,,,
2018,01,05,16:54:5,2018,01,05,16:54:5,,Should You Buy Bitcoin? Ask a Different Question First,"Before chasing Bitcoin or some other shiny thing, ask yourself this first: What are my financial goals? And does speculating fit within those goals?" Found at: https://www.nytimes.com/2018/01/05/your-money/bitcoin-investing.html,,,,,,,
2018,01,12,23:45:5,2018,01,12,23:45:5,,The New Facebook’s Long-Term Benefit to the Bottom Line,"Mark Zuckerberg’s return to focusing more on the welfare of users may limit short-run profits but should improve sustainability." Found at: https://www.nytimes.com/2018/01/12/business/dealbook/facebook-bottom-line.html,,,,,,,
2018,01,13,01:12:3,2018,01,13,01:12:3,,C.D.C. Postpones Session Preparing U.S. for Nuclear War,"After the agency’s workshop attracted considerable media attention, especially given President Trump’s recent words with North Korea, the session has been postponed." Found at: https://www.nytimes.com/2018/01/12/health/cdc-nuclear-war.html,,,,,,,
2018,01,11,21:09:0,2018,01,11,21:09:0,,Gardner Museum Extends $10 Million Reward for Information in Art Heist,"The museum board’s action keeps the reward from dipping to $5 million in the quest for tips to recover works valued at $500 million stolen in 1990." Found at: https://www.nytimes.com/2018/01/11/arts/design/isabella-stewart-gardner-museum-extends-reward-heist.html,,,,,,,
2018,01,12,19:08:3,2018,01,12,19:08:3,,Stephen King to Receive PEN Literary Service Award,"Previous recipients include Stephen Sondheim and J.K. Rowling." Found at: https://www.nytimes.com/2018/01/12/books/review/stephen-king-pen-literary-service-award.html,,,,,,,
2018,01,11,07:00:0,2018,01,11,07:00:0,,Word + Quiz: hamper,"This word has appeared in 101 articles on nytimes.com in the past year." Found at: https://www.nytimes.com/2018/01/11/learning/11WODLN.html,,,,,,,
2018,01,03,11:34:0,2018,01,03,11:34:0,,Andy Dalton Saved the Bills, and Fans Flocked to His Charity,"Last-minute heroics by the Cincinnati Bengals’ quarterback gave Buffalo its first playoff appearance since the 1999 season. Bills fans responded with a flood of donations to his foundation." Found at: https://www.nytimes.com/2018/01/03/sports/andy-dalton-bills-charity.html,,,,,,,
2018,01,10,10:00:0,2018,01,10,10:00:0,,Can You Spot a Liar?,"How reliable is body language when detecting someone who is lying?" Found at: https://www.nytimes.com/2018/01/10/learning/can-you-spot-a-liar.html,,,,,,,
2018,01,09,09:00:1,2018,01,09,09:00:1,,Teaching Activities for: ‘Long Before Video, Japanese Fought Suicide in the “Sea of Trees’’’,"What misinformation or myths exist about the Aokigahara Forest and the suicides there?" Found at: https://www.nytimes.com/2018/01/09/learning/teaching-activities-for-long-before-video-japanese-fought-suicide-in-the-sea-of-trees.html,,,,,,,
2018,01,10,21:10:5,2018,01,10,21:10:5,,What if CHIP Funds Run Out? Here’s What 6 Families Would Do,"With Congress yet to agree on a long-term plan to pay for the popular children’s health insurance program, parents start thinking about contingency plans." Found at: https://www.nytimes.com/2018/01/10/health/chip-insurance-children-funding.html,,,,,,,
2018,01,06,16:58:5,2018,01,06,16:58:5,,As Low-Power Local Radio Rises, Tiny Voices Become a Collective Shout,"A diverse new wave of stations, united by the word “alternative” and broadcasting from basements or attics, has arrived in urban America." Found at: https://www.nytimes.com/2018/01/06/us/low-power-radio.html,,,,,,,
2018,01,07,06:48:5,2018,01,07,06:48:5,,32 Sailors Missing After Ships Collide Off China’s East Coast,"China and South Korea were helping search for the sailors, including 30 Iranians, who were aboard an oil tanker that collided with a freighter on Saturday night." Found at: https://www.nytimes.com/2018/01/07/world/asia/ship-collision-china-search.html,,,,,,,
2018,01,05,23:28:2,2018,01,05,23:28:2,,Taxes as Charity? New Jersey Towns Try to Elude G.O.P. Tax Law,"Three mayors said they would create charitable trusts as a workaround for residents hurt by the measure’s cap on state and local tax deductions." Found at: https://www.nytimes.com/2018/01/05/nyregion/taxes-as-charity-new-jersey-towns-try-to-elude-gop-tax-law.html,,,,,,,
2018,01,05,15:00:2,2018,01,05,15:00:2,,Could One of These Four Screenplays Win the Oscar?,"In these excerpts, Pakistani immigrants argue over tradition, war allies turn on each other, a mute janitor begs for help and a mother demands justice." Found at: https://www.nytimes.com/2018/01/05/movies/the-shape-of-water-three-billboards-dunkirk-the-big-sick.html,,,,,,,
2018,01,03,21:17:4,2018,01,03,21:17:4,,Art Owned by La Salle University Headed for Auction at Christie’s,"The sale of art by institutions often draw criticism, but the college said the proceeds were needed to finance its broader educational mission." Found at: https://www.nytimes.com/2018/01/03/arts/design/art-owned-by-la-salle-university-headed-for-auction-at-christies.html,,,,,,,
2018,01,04,21:33:5,2018,01,04,21:33:5,,How Much Watching Time Do You Have This Weekend?,"It’s awards season. And figure-skating season. And when is it not French serial-killer season?" Found at: https://www.nytimes.com/2018/01/04/watching/golden-globes-what-to-watch-this-weekend.html,,,,,,,
2018,01,03,23:59:2,2018,01,03,23:59:2,,Will 2018 Be the Year of Protectionism? Trump Alone Will Decide,"The president has said he wants tariffs. He’ll have chances to impose them." Found at: https://www.nytimes.com/2018/01/03/us/politics/2018-trump-protectionism-tariffs.html,,,,,,,
2018,01,03,19:10:3,2018,01,03,19:10:3,,Banker From Turkey Is Convicted in U.S. Over Plot to Evade Iran Sanctions,"Mehmet Hakan Atilla, a Halkbank employee, was found guilty of aiding a scheme said to be approved at the highest levels of the Turkish government." Found at: https://www.nytimes.com/2018/01/03/world/europe/turkey-iran-sanctions-trial.html,,,,,,,
2018,01,03,10:30:1,2018,01,03,10:30:1,,This Judge Has a Mission: Keep Defendants Alive,"An experimental court in Buffalo steers opioid users into treatment instead of jail. The judge uses his own recovery story as an example." Found at: https://www.nytimes.com/2018/01/03/us/buffalo-heroin-opioid-court.html,,,,,,,
2018,01,02,03:00:0,2018,01,02,03:00:0,,Disobey an Order,"Zhouqin Burnikel goes rogue on us." Found at: https://www.nytimes.com/2018/01/01/crosswords/daily-puzzle-2018-01-02.html,,,,,,,
2018,01,02,09:04:0,2018,01,02,09:04:0,,Teaching Activities for: ‘Powerful Hollywood Women Unveil Anti-Harassment Action Plan’,"What is Time’s Up and what do its initiatives intend to accomplish?" Found at: https://www.nytimes.com/2018/01/02/learning/teaching-activities-for-powerful-hollywood-women-unveil-anti-harassment-action-plan.html,,,,,,,
2018,01,01,16:55:0,2018,01,01,16:55:0,,Fiber Is Good for You. Now Scientists May Know Why.,"A series of unusual experiments in mice finds that dietary fiber fine-tunes the immune system and may help prevent chronic inflammation." Found at: https://www.nytimes.com/2018/01/01/science/food-fiber-microbiome-inflammation.html,,,,,,,
2018,01,11,20:41:2,2018,01,11,20:41:2,,Dropbox Is Said to Be Planning to Go Public This Year,"The online storage company, one of Silicon Valley’s closely watched “unicorns,” has filed confidentially to stage an initial public offering." Found at: https://www.nytimes.com/2018/01/11/business/dealbook/dropbox-initial-public-offering.html,,,,,,,
2018,01,12,23:36:4,2018,01,12,23:36:4,,Tom Coughlin’s Return Coincides With Jacksonville’s Revival,"Let go by the Giants as he neared his 70th birthday, he got a chance to help build another championship team with the Jaguars this season. He took it." Found at: https://www.nytimes.com/2018/01/12/sports/football/tom-coughlin-jacksonville-jaguars-playoffs.html,,,,,,,
2018,01,11,20:58:1,2018,01,11,20:58:1,,Number of Students Taking the SAT Jumped by More Than Half, City Says,"New York offered the tests for free and on a school day to help close the racial gap in who sits for the college exams." Found at: https://www.nytimes.com/2018/01/11/nyregion/sat-new-york-up-by-half-achievement-gap.html,,,,,,,
2018,01,12,17:00:2,2018,01,12,17:00:2,,Personal Finance for Those Who Don’t Have a Clue,"A new book promises to be “a total beginner’s guide to getting good with money.” It does a good job, though our reviewer has a few misgivings." Found at: https://www.nytimes.com/2018/01/12/business/personal-finance-dont-have-a-clue.html,,,,,,,
2018,01,10,22:27:2,2018,01,10,22:27:2,,Shop Your Way Through the Winter Doldrums,"Catch Dover Street Market’s new product introductions, Burberry’s capsule collection with Gosha Rubchinskiy and more." Found at: https://www.nytimes.com/2018/01/10/fashion/new-york-shopping-sales.html,,,,,,,
2018,01,08,16:00:2,2018,01,08,16:00:2,,Making a Home Her Own, and a Refuge for Others,"Nettie Carrier has spent much of her life caring for loved ones. She now faces her own medical problems, and has made her mental health a priority." Found at: https://www.nytimes.com/2018/01/08/nyregion/making-a-home-her-own-and-a-refuge-for-others.html,,,,,,,
2018,01,11,20:46:3,2018,01,11,20:46:3,,Electric Vehicle Tax Credit Survives, but G.M. and Tesla Aren’t Cheering,"The manufacturers complain that they will soon be at a disadvantage — once they hit a sales mark that leaves their buyers without the benefit of a tax credit." Found at: https://www.nytimes.com/2018/01/11/business/electric-vehicles-taxes-tesla-gm.html,,,,,,,
2018,01,10,01:44:4,2018,01,10,01:44:4,,Kodak Last-Gasp Hope: KodakCoin,"Kodak went bankrupt by fumbling the shift to digital images. Now, it’s betting its future on an initial coin offering to help photographers sell their work." Found at: https://www.nytimes.com/2018/01/09/business/dealbook/kodak-bitcoin.html,,,,,,,
2018,01,11,13:01:5,2018,01,11,13:01:5,,Trump Administration Says States May Impose Work Requirements for Medicaid,"Federal officials said they would support state efforts to require able-bodied adults to work as a condition of eligibility for Medicaid." Found at: https://www.nytimes.com/2018/01/11/us/politics/medicaid-work-requirements.html,,,,,,,
2018,01,11,00:03:4,2018,01,11,00:03:4,,To Grease Wheels of Congress, Trump Suggests Bringing Back Pork,"President Trump’s suggestion that Congress revive the old practice of salting spending bills with lawmaker pet projects has revived a simmering debate." Found at: https://www.nytimes.com/2018/01/10/us/politics/trump-earmarks-pork-barrel-spending.html,,,,,,,
2018,01,07,23:51:5,2018,01,07,23:51:5,,Time’s Up Pins Are the Political Accessory at the Golden Globes,"Justin Timberlake, Ewan McGregor and Daniel Kaluuya were among the celebrities wearing pins designed by Arianne Phillips for the initiative against sexual harassment created by women in Hollywood." Found at: https://www.nytimes.com/2018/01/07/fashion/times-up-pins-golden-globes-2018.html,,,,,,,
2018,01,09,10:00:2,2018,01,09,10:00:2,,Where to Get Healthier in 2018,"Hotels, cruises, airports and tour operators are making wellness a priority." Found at: https://www.nytimes.com/2018/01/09/travel/wellness-hotels-cruises-airports-2018.html,,,,,,,
2018,01,05,18:39:0,2018,01,05,18:39:0,,Scanning an Ancient Biblical Text That Humans Fear to Open,"Pioneers of new software for reading damaged parchment and scrolls are now deploying a CT scanner at the Morgan Library, hoping to recover Coptic writings dating back at least to 600 A.D." Found at: https://www.nytimes.com/2018/01/05/science/biblical-codes-morgan-library.html,,,,,,,
2018,01,08,11:00:0,2018,01,08,11:00:0,,How to Prevent Falls,"Many of us can use a periodic kick in the pants to help keep us safe. I know, because I’m one of those prone to doing something foolhardy." Found at: https://www.nytimes.com/2018/01/08/well/how-to-prevent-falls.html,,,,,,,
2018,01,08,14:40:4,2018,01,08,14:40:4,,A Visa-Free Zone Welcomes Your Wallet. But Maybe Not Your Beard.,"It’s unusually easy to enter a special economic development zone between China and Kazakhstan, unless your garb suggests you have Islamist leanings." Found at: https://www.nytimes.com/2018/01/08/world/asia/kazakhstan-china-border.html,,,,,,,
2018,01,04,10:00:0,2018,01,04,10:00:0,,Letter of Recommendation: Floating,"The art – and inner peace – of doing nothing in water." Found at: https://www.nytimes.com/2018/01/04/magazine/letter-of-recommendation-floating.html,,,,,,,
2018,01,04,21:04:5,2018,01,04,21:04:5,,Turkey Calls U.S. Conviction of Banker ‘Scandalous’,"Still, the volley of criticism seemed rote as the trial left President Recep Tayyip Erdogan largely unscathed." Found at: https://www.nytimes.com/2018/01/04/world/europe/turkey-iran-banker-scandalous.html,,,,,,,
2018,01,04,17:14:0,2018,01,04,17:14:0,,Train Crash Near Kroonstad, South Africa, Kills at Least 18,"More than 260 others were injured after a truck driver miscalculated the train’s speed and tried to dash across the tracks at a crossing, the authorities said." Found at: https://www.nytimes.com/2018/01/04/world/africa/south-africa-train-crash.html,,,,,,,
2018,01,07,20:32:3,2018,01,07,20:32:3,,The U.S. Has Fewer Crimes. Does That Mean It Needs Fewer Police?,"With crime at lows not seen in decades, but drug addiction and untreated mental illness still persistent problems, some say it may be time to rethink the size of forces." Found at: https://www.nytimes.com/2018/01/07/us/crime-police.html,,,,,,,
2018,01,06,10:00:2,2018,01,06,10:00:2,,How Difficult Is It to Break a Lease?,"A tenant wants out of a lease. The landlord says not so fast." Found at: https://www.nytimes.com/2018/01/06/realestate/how-difficult-is-it-to-break-a-lease.html,,,,,,,
2018,01,12,10:00:2,2018,01,12,10:00:2,,Getting a Roommate in Your Golden Years,"As the baby boomers age, some are choosing to stay in their homes and take in boarders to help pay the rent or lend a hand with household chores." Found at: https://www.nytimes.com/2018/01/12/realestate/getting-a-roommate-in-your-golden-years.html,,,,,,,
2018,01,04,19:59:3,2018,01,04,19:59:3,,What’s Going On in This Graph? | Jan. 9, 2018,"Look closely at this graph, and join the moderated conversation about what you and other students see." Found at: https://www.nytimes.com/2018/01/04/learning/whats-going-on-in-this-graph-jan-9-2018.html,,,,,,,
2018,01,03,16:10:0,2018,01,03,16:10:0,,What to Cook Right Now,"Eat better in 2018, whether that means shredded tofu and shiitake stir-fries or a rib-eye with seven-yolk hollandaise." Found at: https://www.nytimes.com/2018/01/03/dining/what-to-cook-right-now-newsletter.html,,,,,,,
2018,01,06,16:00:4,2018,01,06,16:00:4,,A Mother’s Determination Withstands Years of Tumult,"Clementine Matthias, who has dedicated her life to caring for her daughter and disabled son, saw that mission disrupted by homelessness and a shoplifting compulsion." Found at: https://www.nytimes.com/2018/01/06/nyregion/a-mothers-determination-withstands-years-of-tumult.html,,,,,,,
